Brand	Model	Serviciu	Pret
huawei	P50 Pro	Salvare Date	130
huawei	Pura 70	Acumulator	350
huawei	Pura 70	Buton Power - Volum	250
huawei	Pura 70	Camera	0
huawei	Pura 70	Casca / Sita	220
huawei	Pura 70	Curatare Apa (Oxid)	200
huawei	Pura 70	Difuzor / Buzzer	250
huawei	Pura 70	Display	1300
huawei	Pura 70	Geam Camera	150
huawei	Pura 70	Microfon	220
huawei	Pura 70	Montaj Placa de Baza	150
huawei	Pura 70	Mufa Incarcare	350
huawei	Pura 70	Mufa Jack	250
huawei	Pura 70	Reconditionare Capac	450
huawei	Pura 70	Resoftare / Update	130
huawei	Pura 70	Salvare Date	130
huawei	Pura 70 Pro	Acumulator	350
huawei	Pura 70 Pro	Buton Power - Volum	250
huawei	Pura 70 Pro	Camera	0
huawei	Pura 70 Pro	Casca / Sita	220
huawei	Pura 70 Pro	Curatare Apa (Oxid)	200
huawei	Pura 70 Pro	Difuzor / Buzzer	250
huawei	Pura 70 Pro	Display	1850
huawei	Pura 70 Pro	Geam Camera	150
huawei	Pura 70 Pro	Microfon	220
huawei	Pura 70 Pro	Montaj Placa de Baza	150
huawei	Pura 70 Pro	Mufa Incarcare	400
huawei	Pura 70 Pro	Mufa Jack	250
huawei	Pura 70 Pro	Reconditionare Capac	450
huawei	Pura 70 Pro	Resoftare / Update	130
huawei	Pura 70 Pro	Salvare Date	130
huawei	Pura 70 Ultra	Acumulator	350
huawei	Pura 70 Ultra	Buton Power - Volum	250
huawei	Pura 70 Ultra	Camera	0
huawei	Pura 70 Ultra	Casca / Sita	220
huawei	Pura 70 Ultra	Curatare Apa (Oxid)	200
huawei	Pura 70 Ultra	Difuzor / Buzzer	250
huawei	Pura 70 Ultra	Display	2100
huawei	Pura 70 Ultra	Geam Camera	150
huawei	Pura 70 Ultra	Microfon	220
huawei	Pura 70 Ultra	Montaj Placa de Baza	150
huawei	Pura 70 Ultra	Mufa Incarcare	400
huawei	Pura 70 Ultra	Mufa Jack	250
huawei	Pura 70 Ultra	Reconditionare Capac	500
huawei	Pura 70 Ultra	Resoftare / Update	130
huawei	Pura 70 Ultra	Salvare Date	130
xiaomi	Mi 10	Acumulator	0
xiaomi	Mi 10	Casca / Sita	0
xiaomi	Mi 10	Curatare Apa (Oxid)	0
xiaomi	Mi 10	Difuzor / Buzzer	0
xiaomi	Mi 10	Display	0
xiaomi	Mi 10	Geam Camera	0
xiaomi	Mi 10	Inlocuire Capac	0
xiaomi	Mi 10	Microfon	0
xiaomi	Mi 10	Modul/Mufa Incarcare	0
xiaomi	Mi 10	Montaj Placa de Baza	0
xiaomi	Mi 10	Resoftare / Update	0
xiaomi	Mi 10	Salvare Date	0
xiaomi	Mi 10 Lite	Acumulator	0
xiaomi	Mi 10 Lite	Casca / Sita	0
xiaomi	Mi 10 Lite	Curatare Apa (Oxid)	0
xiaomi	Mi 10 Lite	Difuzor / Buzzer	0
xiaomi	Mi 10 Lite	Display	0
xiaomi	Mi 10 Lite	Geam Camera	0
xiaomi	Mi 10 Lite	Inlocuire Capac	0
xiaomi	Mi 10 Lite	Microfon	0
xiaomi	Mi 10 Lite	Modul/Mufa Incarcare	0
xiaomi	Mi 10 Lite	Montaj Placa de Baza	0
xiaomi	Mi 10 Lite	Resoftare / Update	0
xiaomi	Mi 10 Lite	Salvare Date	0
xiaomi	Mi 10 Pro	Acumulator	0
xiaomi	Mi 10 Pro	Casca / Sita	0
xiaomi	Mi 10 Pro	Curatare Apa (Oxid)	0
xiaomi	Mi 10 Pro	Difuzor / Buzzer	0
xiaomi	Mi 10 Pro	Display	0
xiaomi	Mi 10 Pro	Geam Camera	0
xiaomi	Mi 10 Pro	Inlocuire Capac	0
xiaomi	Mi 10 Pro	Microfon	0
xiaomi	Mi 10 Pro	Modul/Mufa Incarcare	0
xiaomi	Mi 10 Pro	Montaj Placa de Baza	0
xiaomi	Mi 10 Pro	Resoftare / Update	0
xiaomi	Mi 10 Pro	Salvare Date	0
xiaomi	Mi 10T	Acumulator	0
xiaomi	Mi 10T	Casca / Sita	0
xiaomi	Mi 10T	Curatare Apa (Oxid)	0
xiaomi	Mi 10T	Difuzor / Buzzer	0
xiaomi	Mi 10T	Display	0
xiaomi	Mi 10T	Geam Camera	0
xiaomi	Mi 10T	Inlocuire Capac	0
xiaomi	Mi 10T	Microfon	0
xiaomi	Mi 10T	Modul/Mufa Incarcare	0
xiaomi	Mi 10T	Montaj Placa de Baza	0
xiaomi	Mi 10T	Resoftare / Update	0
xiaomi	Mi 10T	Salvare Date	0
xiaomi	Mi 10T Pro	Acumulator	0
xiaomi	Mi 10T Pro	Casca / Sita	0
xiaomi	Mi 10T Pro	Curatare Apa (Oxid)	0
xiaomi	Mi 10T Pro	Difuzor / Buzzer	0
xiaomi	Mi 10T Pro	Display	0
xiaomi	Mi 10T Pro	Geam Camera	0
xiaomi	Mi 10T Pro	Inlocuire Capac	0
xiaomi	Mi 10T Pro	Microfon	0
xiaomi	Mi 10T Pro	Modul/Mufa Incarcare	0
xiaomi	Mi 10T Pro	Montaj Placa de Baza	0
xiaomi	Mi 10T Pro	Resoftare / Update	0
xiaomi	Mi 10T Pro	Salvare Date	0
xiaomi	Mi 11	Acumulator	0
xiaomi	Mi 11	Casca / Sita	0
xiaomi	Mi 11	Curatare Apa (Oxid)	0
xiaomi	Mi 11	Difuzor / Buzzer	0
xiaomi	Mi 11	Display	0
xiaomi	Mi 11	Geam Camera	0
xiaomi	Mi 11	Inlocuire Capac	0
xiaomi	Mi 11	Microfon	0
xiaomi	Mi 11	Modul/Mufa Incarcare	0
xiaomi	Mi 11	Montaj Placa de Baza	0
xiaomi	Mi 11	Resoftare / Update	0
xiaomi	Mi 11	Salvare Date	0
xiaomi	Mi 11 Lite 5G	Acumulator	0
xiaomi	Mi 11 Lite 5G	Casca / Sita	0
xiaomi	Mi 11 Lite 5G	Curatare Apa (Oxid)	0
xiaomi	Mi 11 Lite 5G	Difuzor / Buzzer	0
xiaomi	Mi 11 Lite 5G	Display	0
xiaomi	Mi 11 Lite 5G	Geam Camera	0
xiaomi	Mi 11 Lite 5G	Inlocuire Capac	0
xiaomi	Mi 11 Lite 5G	Microfon	0
xiaomi	Mi 11 Lite 5G	Modul/Mufa Incarcare	0
xiaomi	Mi 11 Lite 5G	Montaj Placa de Baza	0
xiaomi	Mi 11 Lite 5G	Resoftare / Update	0
xiaomi	Mi 11 Lite 5G	Salvare Date	0
xiaomi	Mi 11 Pro	Acumulator	0
xiaomi	Mi 11 Pro	Casca / Sita	0
xiaomi	Mi 11 Pro	Curatare Apa (Oxid)	0
xiaomi	Mi 11 Pro	Difuzor / Buzzer	0
xiaomi	Mi 11 Pro	Display	0
xiaomi	Mi 11 Pro	Geam Camera	0
xiaomi	Mi 11 Pro	Inlocuire Capac	0
xiaomi	Mi 11 Pro	Microfon	0
xiaomi	Mi 11 Pro	Modul/Mufa Incarcare	0
xiaomi	Mi 11 Pro	Montaj Placa de Baza	0
xiaomi	Mi 11 Pro	Resoftare / Update	0
xiaomi	Mi 11 Pro	Salvare Date	0
xiaomi	Mi 11 Ultra	Acumulator	0
xiaomi	Mi 11 Ultra	Casca / Sita	0
xiaomi	Mi 11 Ultra	Curatare Apa (Oxid)	0
xiaomi	Mi 11 Ultra	Difuzor / Buzzer	0
xiaomi	Mi 11 Ultra	Display	0
xiaomi	Mi 11 Ultra	Geam Camera	0
xiaomi	Mi 11 Ultra	Inlocuire Capac	0
xiaomi	Mi 11 Ultra	Microfon	0
xiaomi	Mi 11 Ultra	Modul/Mufa Incarcare	0
xiaomi	Mi 11 Ultra	Montaj Placa de Baza	0
xiaomi	Mi 11 Ultra	Resoftare / Update	0
xiaomi	Mi 11 Ultra	Salvare Date	0
xiaomi	Xiaomi 12	Acumulator	0
xiaomi	Xiaomi 12	Casca / Sita	0
xiaomi	Xiaomi 12	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 12	Difuzor / Buzzer	0
xiaomi	Xiaomi 12	Display	0
xiaomi	Xiaomi 12	Geam Camera	0
xiaomi	Xiaomi 12	Inlocuire Capac	0
xiaomi	Xiaomi 12	Microfon	0
xiaomi	Xiaomi 12	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 12	Montaj Placa de Baza	0
xiaomi	Xiaomi 12	Resoftare / Update	0
xiaomi	Xiaomi 12	Salvare Date	0
xiaomi	Xiaomi 12 Lite	Acumulator	0
xiaomi	Xiaomi 12 Lite	Casca / Sita	0
xiaomi	Xiaomi 12 Lite	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 12 Lite	Difuzor / Buzzer	0
xiaomi	Xiaomi 12 Lite	Display	0
xiaomi	Xiaomi 12 Lite	Geam Camera	0
xiaomi	Xiaomi 12 Lite	Inlocuire Capac	0
xiaomi	Xiaomi 12 Lite	Microfon	0
xiaomi	Xiaomi 12 Lite	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 12 Lite	Montaj Placa de Baza	0
xiaomi	Xiaomi 12 Lite	Resoftare / Update	0
xiaomi	Xiaomi 12 Lite	Salvare Date	0
xiaomi	Xiaomi 12 Pro	Acumulator	0
xiaomi	Xiaomi 12 Pro	Casca / Sita	0
xiaomi	Xiaomi 12 Pro	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 12 Pro	Difuzor / Buzzer	0
xiaomi	Xiaomi 12 Pro	Display	0
xiaomi	Xiaomi 12 Pro	Geam Camera	0
xiaomi	Xiaomi 12 Pro	Inlocuire Capac	0
xiaomi	Xiaomi 12 Pro	Microfon	0
xiaomi	Xiaomi 12 Pro	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 12 Pro	Montaj Placa de Baza	0
xiaomi	Xiaomi 12 Pro	Resoftare / Update	0
xiaomi	Xiaomi 12 Pro	Salvare Date	0
xiaomi	Xiaomi 12T	Acumulator	0
xiaomi	Xiaomi 12T	Casca / Sita	0
xiaomi	Xiaomi 12T	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 12T	Difuzor / Buzzer	0
xiaomi	Xiaomi 12T	Display	0
xiaomi	Xiaomi 12T	Geam Camera	0
xiaomi	Xiaomi 12T	Inlocuire Capac	0
xiaomi	Xiaomi 12T	Microfon	0
xiaomi	Xiaomi 12T	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 12T	Montaj Placa de Baza	0
xiaomi	Xiaomi 12T	Resoftare / Update	0
xiaomi	Xiaomi 12T	Salvare Date	0
xiaomi	Xiaomi 12T Pro	Acumulator	0
xiaomi	Xiaomi 12T Pro	Casca / Sita	0
xiaomi	Xiaomi 12T Pro	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 12T Pro	Difuzor / Buzzer	0
xiaomi	Xiaomi 12T Pro	Display	0
xiaomi	Xiaomi 12T Pro	Geam Camera	0
xiaomi	Xiaomi 12T Pro	Inlocuire Capac	0
xiaomi	Xiaomi 12T Pro	Microfon	0
xiaomi	Xiaomi 12T Pro	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 12T Pro	Montaj Placa de Baza	0
xiaomi	Xiaomi 12T Pro	Resoftare / Update	0
xiaomi	Xiaomi 12T Pro	Salvare Date	0
xiaomi	Xiaomi 13	Acumulator	0
xiaomi	Xiaomi 13	Casca / Sita	0
xiaomi	Xiaomi 13	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 13	Difuzor / Buzzer	0
xiaomi	Xiaomi 13	Display	0
xiaomi	Xiaomi 13	Geam Camera	0
xiaomi	Xiaomi 13	Inlocuire Capac	0
xiaomi	Xiaomi 13	Microfon	0
xiaomi	Xiaomi 13	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 13	Montaj Placa de Baza	0
xiaomi	Xiaomi 13	Resoftare / Update	0
xiaomi	Xiaomi 13	Salvare Date	0
xiaomi	Xiaomi 13 Lite	Acumulator	0
xiaomi	Xiaomi 13 Lite	Casca / Sita	0
xiaomi	Xiaomi 13 Lite	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 13 Lite	Difuzor / Buzzer	0
xiaomi	Xiaomi 13 Lite	Display	0
xiaomi	Xiaomi 13 Lite	Geam Camera	0
xiaomi	Xiaomi 13 Lite	Inlocuire Capac	0
xiaomi	Xiaomi 13 Lite	Microfon	0
xiaomi	Xiaomi 13 Lite	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 13 Lite	Montaj Placa de Baza	0
xiaomi	Xiaomi 13 Lite	Resoftare / Update	0
xiaomi	Xiaomi 13 Lite	Salvare Date	0
xiaomi	Xiaomi 13 Pro	Acumulator	0
xiaomi	Xiaomi 13 Pro	Casca / Sita	0
xiaomi	Xiaomi 13 Pro	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 13 Pro	Difuzor / Buzzer	0
xiaomi	Xiaomi 13 Pro	Display	0
xiaomi	Xiaomi 13 Pro	Geam Camera	0
xiaomi	Xiaomi 13 Pro	Inlocuire Capac	0
xiaomi	Xiaomi 13 Pro	Microfon	0
xiaomi	Xiaomi 13 Pro	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 13 Pro	Montaj Placa de Baza	0
xiaomi	Xiaomi 13 Pro	Resoftare / Update	0
xiaomi	Xiaomi 13 Pro	Salvare Date	0
xiaomi	Xiaomi 13T	Acumulator	0
xiaomi	Xiaomi 13T	Casca / Sita	0
xiaomi	Xiaomi 13T	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 13T	Difuzor / Buzzer	0
xiaomi	Xiaomi 13T	Display	0
xiaomi	Xiaomi 13T	Geam Camera	0
xiaomi	Xiaomi 13T	Inlocuire Capac	0
xiaomi	Xiaomi 13T	Microfon	0
xiaomi	Xiaomi 13T	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 13T	Montaj Placa de Baza	0
xiaomi	Xiaomi 13T	Resoftare / Update	0
xiaomi	Xiaomi 13T	Salvare Date	0
xiaomi	Xiaomi 13T Pro	Acumulator	0
xiaomi	Xiaomi 13T Pro	Casca / Sita	0
xiaomi	Xiaomi 13T Pro	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 13T Pro	Difuzor / Buzzer	0
xiaomi	Xiaomi 13T Pro	Display	0
xiaomi	Xiaomi 13T Pro	Geam Camera	0
xiaomi	Xiaomi 13T Pro	Inlocuire Capac	0
xiaomi	Xiaomi 13T Pro	Microfon	0
xiaomi	Xiaomi 13T Pro	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 13T Pro	Montaj Placa de Baza	0
xiaomi	Xiaomi 13T Pro	Resoftare / Update	0
xiaomi	Xiaomi 13T Pro	Salvare Date	0
xiaomi	Xiaomi 14	Acumulator	0
xiaomi	Xiaomi 14	Casca / Sita	0
xiaomi	Xiaomi 14	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 14	Difuzor / Buzzer	0
xiaomi	Xiaomi 14	Display	0
xiaomi	Xiaomi 14	Geam Camera	0
xiaomi	Xiaomi 14	Inlocuire Capac	0
xiaomi	Xiaomi 14	Microfon	0
xiaomi	Xiaomi 14	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 14	Montaj Placa de Baza	0
xiaomi	Xiaomi 14	Resoftare / Update	0
xiaomi	Xiaomi 14	Salvare Date	0
xiaomi	Xiaomi 14 Pro	Acumulator	0
xiaomi	Xiaomi 14 Pro	Casca / Sita	0
xiaomi	Xiaomi 14 Pro	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 14 Pro	Difuzor / Buzzer	0
xiaomi	Xiaomi 14 Pro	Display	0
xiaomi	Xiaomi 14 Pro	Geam Camera	0
xiaomi	Xiaomi 14 Pro	Inlocuire Capac	0
xiaomi	Xiaomi 14 Pro	Microfon	0
xiaomi	Xiaomi 14 Pro	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 14 Pro	Montaj Placa de Baza	0
xiaomi	Xiaomi 14 Pro	Resoftare / Update	0
xiaomi	Xiaomi 14 Pro	Salvare Date	0
xiaomi	Xiaomi 14T	Acumulator	0
xiaomi	Xiaomi 14T	Casca / Sita	0
xiaomi	Xiaomi 14T	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 14T	Difuzor / Buzzer	0
xiaomi	Xiaomi 14T	Display	0
xiaomi	Xiaomi 14T	Geam Camera	0
xiaomi	Xiaomi 14T	Inlocuire Capac	0
xiaomi	Xiaomi 14T	Microfon	0
xiaomi	Xiaomi 14T	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 14T	Montaj Placa de Baza	0
xiaomi	Xiaomi 14T	Resoftare / Update	0
xiaomi	Xiaomi 14T	Salvare Date	0
xiaomi	Xiaomi 14T Pro	Acumulator	0
xiaomi	Xiaomi 14T Pro	Casca / Sita	0
xiaomi	Xiaomi 14T Pro	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 14T Pro	Difuzor / Buzzer	0
xiaomi	Xiaomi 14T Pro	Display	0
xiaomi	Xiaomi 14T Pro	Geam Camera	0
xiaomi	Xiaomi 14T Pro	Inlocuire Capac	0
xiaomi	Xiaomi 14T Pro	Microfon	0
xiaomi	Xiaomi 14T Pro	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 14T Pro	Montaj Placa de Baza	0
xiaomi	Xiaomi 14T Pro	Resoftare / Update	0
xiaomi	Xiaomi 14T Pro	Salvare Date	0
xiaomi	Xiaomi 15	Acumulator	0
xiaomi	Xiaomi 15	Casca / Sita	0
xiaomi	Xiaomi 15	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 15	Difuzor / Buzzer	0
xiaomi	Xiaomi 15	Display	0
xiaomi	Xiaomi 15	Geam Camera	0
xiaomi	Xiaomi 15	Inlocuire Capac	0
xiaomi	Xiaomi 15	Microfon	0
xiaomi	Xiaomi 15	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 15	Montaj Placa de Baza	0
xiaomi	Xiaomi 15	Resoftare / Update	0
xiaomi	Xiaomi 15	Salvare Date	0
xiaomi	Xiaomi 15 Pro	Acumulator	0
xiaomi	Xiaomi 15 Pro	Casca / Sita	0
xiaomi	Xiaomi 15 Pro	Curatare Apa (Oxid)	0
xiaomi	Xiaomi 15 Pro	Difuzor / Buzzer	0
xiaomi	Xiaomi 15 Pro	Display	0
xiaomi	Xiaomi 15 Pro	Geam Camera	0
xiaomi	Xiaomi 15 Pro	Inlocuire Capac	0
xiaomi	Xiaomi 15 Pro	Microfon	0
xiaomi	Xiaomi 15 Pro	Modul/Mufa Incarcare	0
xiaomi	Xiaomi 15 Pro	Montaj Placa de Baza	0
xiaomi	Xiaomi 15 Pro	Resoftare / Update	0
xiaomi	Xiaomi 15 Pro	Salvare Date	0
oneplus	Nord	Acumulator	0
oneplus	Nord	Casca / Sita	0
oneplus	Nord	Curatare Apa (Oxid)	0
oneplus	Nord	Difuzor / Buzzer	0
oneplus	Nord	Display	0
oneplus	Nord	Geam Camera	0
oneplus	Nord	Inlocuire Capac	0
oneplus	Nord	Microfon	0
oneplus	Nord	Modul/Mufa Incarcare	0
oneplus	Nord	Montaj Placa de Baza	0
oneplus	Nord	Resoftare / Update	0
oneplus	Nord	Salvare Date	0
oneplus	Nord 2	Acumulator	0
oneplus	Nord 2	Casca / Sita	0
oneplus	Nord 2	Curatare Apa (Oxid)	0
oneplus	Nord 2	Difuzor / Buzzer	0
oneplus	Nord 2	Display	0
oneplus	Nord 2	Geam Camera	0
oneplus	Nord 2	Inlocuire Capac	0
oneplus	Nord 2	Microfon	0
oneplus	Nord 2	Modul/Mufa Incarcare	0
oneplus	Nord 2	Montaj Placa de Baza	0
oneplus	Nord 2	Resoftare / Update	0
oneplus	Nord 2	Salvare Date	0
oneplus	Nord 2T	Acumulator	0
oneplus	Nord 2T	Casca / Sita	0
oneplus	Nord 2T	Curatare Apa (Oxid)	0
oneplus	Nord 2T	Difuzor / Buzzer	0
oneplus	Nord 2T	Display	0
oneplus	Nord 2T	Geam Camera	0
oneplus	Nord 2T	Inlocuire Capac	0
oneplus	Nord 2T	Microfon	0
oneplus	Nord 2T	Modul/Mufa Incarcare	0
oneplus	Nord 2T	Montaj Placa de Baza	0
oneplus	Nord 2T	Resoftare / Update	0
oneplus	Nord 2T	Salvare Date	0
oneplus	Nord 3	Acumulator	0
oneplus	Nord 3	Casca / Sita	0
oneplus	Nord 3	Curatare Apa (Oxid)	0
oneplus	Nord 3	Difuzor / Buzzer	0
oneplus	Nord 3	Display	0
oneplus	Nord 3	Geam Camera	0
oneplus	Nord 3	Inlocuire Capac	0
oneplus	Nord 3	Microfon	0
oneplus	Nord 3	Modul/Mufa Incarcare	0
oneplus	Nord 3	Montaj Placa de Baza	0
oneplus	Nord 3	Resoftare / Update	0
oneplus	Nord 3	Salvare Date	0
oneplus	Nord 4	Acumulator	0
oneplus	Nord 4	Casca / Sita	0
oneplus	Nord 4	Curatare Apa (Oxid)	0
oneplus	Nord 4	Difuzor / Buzzer	0
oneplus	Nord 4	Display	0
oneplus	Nord 4	Geam Camera	0
oneplus	Nord 4	Inlocuire Capac	0
oneplus	Nord 4	Microfon	0
oneplus	Nord 4	Modul/Mufa Incarcare	0
oneplus	Nord 4	Montaj Placa de Baza	0
oneplus	Nord 4	Resoftare / Update	0
oneplus	Nord 4	Salvare Date	0
oneplus	Nord CE	Acumulator	0
oneplus	Nord CE	Casca / Sita	0
oneplus	Nord CE	Curatare Apa (Oxid)	0
oneplus	Nord CE	Difuzor / Buzzer	0
oneplus	Nord CE	Display	0
oneplus	Nord CE	Geam Camera	0
oneplus	Nord CE	Inlocuire Capac	0
oneplus	Nord CE	Microfon	0
oneplus	Nord CE	Modul/Mufa Incarcare	0
oneplus	Nord CE	Montaj Placa de Baza	0
oneplus	Nord CE	Resoftare / Update	0
oneplus	Nord CE	Salvare Date	0
oneplus	Nord CE 2	Acumulator	0
oneplus	Nord CE 2	Casca / Sita	0
oneplus	Nord CE 2	Curatare Apa (Oxid)	0
oneplus	Nord CE 2	Difuzor / Buzzer	0
oneplus	Nord CE 2	Display	0
oneplus	Nord CE 2	Geam Camera	0
oneplus	Nord CE 2	Inlocuire Capac	0
oneplus	Nord CE 2	Microfon	0
oneplus	Nord CE 2	Modul/Mufa Incarcare	0
oneplus	Nord CE 2	Montaj Placa de Baza	0
oneplus	Nord CE 2	Resoftare / Update	0
oneplus	Nord CE 2	Salvare Date	0
oneplus	Nord CE 3	Acumulator	0
oneplus	Nord CE 3	Casca / Sita	0
oneplus	Nord CE 3	Curatare Apa (Oxid)	0
oneplus	Nord CE 3	Difuzor / Buzzer	0
oneplus	Nord CE 3	Display	0
oneplus	Nord CE 3	Geam Camera	0
oneplus	Nord CE 3	Inlocuire Capac	0
oneplus	Nord CE 3	Microfon	0
oneplus	Nord CE 3	Modul/Mufa Incarcare	0
oneplus	Nord CE 3	Montaj Placa de Baza	0
oneplus	Nord CE 3	Resoftare / Update	0
oneplus	Nord CE 3	Salvare Date	0
oneplus	Nord CE 4	Acumulator	0
oneplus	Nord CE 4	Casca / Sita	0
oneplus	Nord CE 4	Curatare Apa (Oxid)	0
oneplus	Nord CE 4	Difuzor / Buzzer	0
oneplus	Nord CE 4	Display	0
oneplus	Nord CE 4	Geam Camera	0
oneplus	Nord CE 4	Inlocuire Capac	0
oneplus	Nord CE 4	Microfon	0
oneplus	Nord CE 4	Modul/Mufa Incarcare	0
oneplus	Nord CE 4	Montaj Placa de Baza	0
oneplus	Nord CE 4	Resoftare / Update	0
oneplus	Nord CE 4	Salvare Date	0
oneplus	OnePlus 10 Pro	Acumulator	0
oneplus	OnePlus 10 Pro	Casca / Sita	0
oneplus	OnePlus 10 Pro	Curatare Apa (Oxid)	0
oneplus	OnePlus 10 Pro	Difuzor / Buzzer	0
oneplus	OnePlus 10 Pro	Display	0
oneplus	OnePlus 10 Pro	Geam Camera	0
oneplus	OnePlus 10 Pro	Inlocuire Capac	0
oneplus	OnePlus 10 Pro	Microfon	0
oneplus	OnePlus 10 Pro	Modul/Mufa Incarcare	0
oneplus	OnePlus 10 Pro	Montaj Placa de Baza	0
oneplus	OnePlus 10 Pro	Resoftare / Update	0
oneplus	OnePlus 10 Pro	Salvare Date	0
oneplus	OnePlus 10T	Acumulator	0
oneplus	OnePlus 10T	Casca / Sita	0
oneplus	OnePlus 10T	Curatare Apa (Oxid)	0
oneplus	OnePlus 10T	Difuzor / Buzzer	0
oneplus	OnePlus 10T	Display	0
oneplus	OnePlus 10T	Geam Camera	0
oneplus	OnePlus 10T	Inlocuire Capac	0
oneplus	OnePlus 10T	Microfon	0
oneplus	OnePlus 10T	Modul/Mufa Incarcare	0
oneplus	OnePlus 10T	Montaj Placa de Baza	0
oneplus	OnePlus 10T	Resoftare / Update	0
oneplus	OnePlus 10T	Salvare Date	0
oneplus	OnePlus 11	Acumulator	0
oneplus	OnePlus 11	Casca / Sita	0
oneplus	OnePlus 11	Curatare Apa (Oxid)	0
oneplus	OnePlus 11	Difuzor / Buzzer	0
oneplus	OnePlus 11	Display	0
oneplus	OnePlus 11	Geam Camera	0
oneplus	OnePlus 11	Inlocuire Capac	0
oneplus	OnePlus 11	Microfon	0
oneplus	OnePlus 11	Modul/Mufa Incarcare	0
oneplus	OnePlus 11	Montaj Placa de Baza	0
oneplus	OnePlus 11	Resoftare / Update	0
oneplus	OnePlus 11	Salvare Date	0
oneplus	OnePlus 11R	Acumulator	0
oneplus	OnePlus 11R	Casca / Sita	0
oneplus	OnePlus 11R	Curatare Apa (Oxid)	0
oneplus	OnePlus 11R	Difuzor / Buzzer	0
oneplus	OnePlus 11R	Display	0
oneplus	OnePlus 11R	Geam Camera	0
oneplus	OnePlus 11R	Inlocuire Capac	0
oneplus	OnePlus 11R	Microfon	0
oneplus	OnePlus 11R	Modul/Mufa Incarcare	0
oneplus	OnePlus 11R	Montaj Placa de Baza	0
oneplus	OnePlus 11R	Resoftare / Update	0
oneplus	OnePlus 11R	Salvare Date	0
oneplus	OnePlus 12	Acumulator	0
oneplus	OnePlus 12	Casca / Sita	0
oneplus	OnePlus 12	Curatare Apa (Oxid)	0
oneplus	OnePlus 12	Difuzor / Buzzer	0
oneplus	OnePlus 12	Display	0
oneplus	OnePlus 12	Geam Camera	0
oneplus	OnePlus 12	Inlocuire Capac	0
oneplus	OnePlus 12	Microfon	0
oneplus	OnePlus 12	Modul/Mufa Incarcare	0
oneplus	OnePlus 12	Montaj Placa de Baza	0
oneplus	OnePlus 12	Resoftare / Update	0
oneplus	OnePlus 12	Salvare Date	0
oneplus	OnePlus 12R	Acumulator	0
oneplus	OnePlus 12R	Casca / Sita	0
oneplus	OnePlus 12R	Curatare Apa (Oxid)	0
oneplus	OnePlus 12R	Difuzor / Buzzer	0
oneplus	OnePlus 12R	Display	0
oneplus	OnePlus 12R	Geam Camera	0
oneplus	OnePlus 12R	Inlocuire Capac	0
oneplus	OnePlus 12R	Microfon	0
oneplus	OnePlus 12R	Modul/Mufa Incarcare	0
oneplus	OnePlus 12R	Montaj Placa de Baza	0
oneplus	OnePlus 12R	Resoftare / Update	0
oneplus	OnePlus 12R	Salvare Date	0
oneplus	OnePlus 13	Acumulator	0
oneplus	OnePlus 13	Casca / Sita	0
oneplus	OnePlus 13	Curatare Apa (Oxid)	0
oneplus	OnePlus 13	Difuzor / Buzzer	0
oneplus	OnePlus 13	Display	0
oneplus	OnePlus 13	Geam Camera	0
oneplus	OnePlus 13	Inlocuire Capac	0
oneplus	OnePlus 13	Microfon	0
oneplus	OnePlus 13	Modul/Mufa Incarcare	0
oneplus	OnePlus 13	Montaj Placa de Baza	0
oneplus	OnePlus 13	Resoftare / Update	0
oneplus	OnePlus 13	Salvare Date	0
oneplus	OnePlus 13R	Acumulator	0
oneplus	OnePlus 13R	Casca / Sita	0
oneplus	OnePlus 13R	Curatare Apa (Oxid)	0
oneplus	OnePlus 13R	Difuzor / Buzzer	0
oneplus	OnePlus 13R	Display	0
